comment,cleaned_comment,predicted_sentiment
Imin lupa sama pertanyaanya..udah di jawab bilang bukan jwbn tpi dia bilang papua sama Maluku mgkin imin gk paham yg namnya Indonesia sentris,lupa sama pertanyaanyaudah di jawab bilang bukan jwbn tpi dia bilang papua sama mgkin imin gk paham yg namnya sentris,negative
"Pertama saya ragu dengan paslon nomer 2,tp setelah lihat debat ini saya optimis pilih nomer 2.",saya ragu dengan paslon nomer tp telah lihat debat ini saya optimis pilih nomer,negative
Saya tadi nya pilih amin 1000%  saya beralih ke Gibran pintar nya kebangetan,tadi nya pilih amin saya alih ke pintar nya banget,negative
Dulu gak tertarik politik nyatanya nyemplung juga,gak tarik politik nyata nyemplung juga,negative
propresor abal2 gabisa jawab wkwkwkk😊,propresor abal gabisa jawab wkwkwkk,negative
Imin ni ngomong apa se mbulet,ni ngomong apa se mbulet,negative
Tetap pilih Prabowo Gibran dongs 02,pilih dongs,negative
"40 kita selevel jakarta ?
Ini usulan pak anis yg smaa dgn dp nol %",kita level jakarta usul pak anis yg smaa dgn dp nol,negative
cawapres 02 memang belimbing sayur tenan,cawapres memang belimbing sayur tenan,negative
Saya suka pak Mahfud tapi saya tak suka pak Ganjar,suka pak tapi saya tak suka pak,negative
"Debat dipersiapkan gibran boleh lah, tiba ditanya n debat spontanitas, ketahuan gak punya apa2.😅😂",siap gibran boleh lah tiba tanya n debat spontanitas tahu gak punya apa,negative
All in PRABOWO,in prabowo,negative
Allin prabowo gibran ❤,prabowo gibran,negative
"Bonge, bran bron... anak conge... ditanya kok malah bawa bawa botol plastik dan gelas kaca... ngak nyambung, pertanyaan saja ngak terjawab... selalu menjeplak statement calon lain, ampun ampun... jadi pemimpin anak anak TK saja bro, koplak koplak 😅",bran bron anak conge tanya kok malah bawa bawa botol plastik dan gelas kaca ngak nyambung tanya saja ngak jawab selalu menjeplak statement calon lain ampun ampun jadi pimpin anak anak tk saja bro koplak koplak,negative
Gimna alasan mahfud bisa kuatvdi jawa timur... Banyuwangi kan bukan jawa besar,alas mahfud bisa kuatvdi jawa timur kan bukan jawa besar,negative
Kitah ambiljalan solusih yang tebaik ajah simpel kan,ambiljalan solusih yang tebaik ajah simpel kan,negative
prabowo gibran  ❤ yesss,prabowo gibran yesss,negative
"Capres nya suka emosi cawpresnya juga lain yg di tusuk lain yang benana ,hancur suda prabowo sama gibran , aku tetap pilih aneis  dan gus imin.",nya suka emosi cawpresnya juga lain yg di tusuk lain yang benana hancur suda prabowo sama gibran aku tetap pilih aneis dan gus imin,negative
Ngmong aj gibran sok pintwr lh,aj gibran sok pintwr lh,negative
GAS PRABOWO - GIBRAN 😎,gas prabowo gibran,negative
"Semoga tak jadi penyesalan karena telah memilih yang tak sesuai harapan,semoga indo baik baik saja",tak jadi sesal karena telah pilih yang tak sesuai harapansemoga indo baik baik saja,negative
Udah ngotot jawaban ga nyambung mas gibran 😂,ngotot jawab ga nyambung mas gibran,negative
Videony patah patah jelek banget broadcastnya,patah patah jelek banget broadcastnya,negative
Kalian bacanya WHO bagaimana?,baca who bagaimana,negative
Semua jago buat rangkaian kata...walau begitu saya tak goyang utk memilih pilihan sesuai hati nurani berdasarkan fakta dan realita,jago buat rangkai katawalau begitu saya tak goyang utk pilih pilih sesuai hati nurani dasar fakta dan realita,negative
Jangan lupa nomor 2 presiden 2024 Prabowo Gibran,lupa nomor presiden,negative
"giliran diserang malah bilang gak ada etik, gak sopan,, 01 03 pada koplak",gilir serang malah bilang gak ada etik gak sopan pada koplak,negative
Apaan sih slepet slepet sok asik🗿,sih slepet slepet sok asik,negative
Yakin sih klo Prabowo - Gibran  akan Menang ✌️✌️,sih klo akan,negative
"Pajak dinaikan mau bayar pajak saja dipersulit,,,apap LG masih banyak oknum lingkaran nya didalamnya yg memanfaatkannya misalnya pembayaran pajak kendaraan masih banyak oknum yg memanfaatkannya kasihan rakyat 😓",naik mau bayar pajak saja dipersulitapap lg masih banyak oknum lingkar nya dalam yg manfaat misal bayar pajak kendara masih banyak oknum yg manfaat kasihan rakyat,negative
1:40:40 something ??????????????,something,negative
Pengen balik ke sini.  Lihat orang2 yg dulu ngalem bocil ..msh teguhkah pendiriannya 😂😂😂 ternyata banyakan cuma komen pas di sini aja habis itu tenggelam.. oalah buzzeRP to 😂😂,balik ke sini orang yg dulu ngalem bocil msh teguh diri nyata banyak cuma komen pas di sini aja habis itu tenggelam oalah buzzerp to,negative
"Taik kucing Gipbran ,sekarang aja pengangguran meraja Lela, petani cari pupuk aja Sudah setengah mati, kemiskinan, jalan seluruh desa rusak parah aliyas Hancur",kucing sekarang aja anggur raja tani cari pupuk aja tengah mati miskin jalan seluruh desa rusak parah aliyas,negative
Gibran presidenku Mahmud MD wakil presku❤❤,presiden md wakil pres,negative
Sejak kapan banteng butuh suara umat muslim,kapan banteng butuh suara umat muslim,negative
baru kali ini menyaksikan cawapres sombong gibran,baru kali ini saksi cawapres sombong gibran,negative
Harusnya jangan Fadli Zon....Fahri Hamzah yang di undang..Fadli Zon masih slow..kalo FH di gas itu orang 2 itu wakakakakakak,jangan yang di undang masih slowkalo fh di gas itu orang itu wakakakakakak,negative
Saya heran kenapa hanya Gibran yang mengucapkan syalom sdkn wakil yg lain kaga,heran kenapa hanya yang ucap syalom sdkn wakil yg lain kaga,negative
Orang Beruntung itu Adalah setiap pertanyaan jawaban nya bukan 1 2 3 tapi 11000 Triliun 😅,itu tiap tanya jawab nya bukan tapi,negative
"Denger mas Gibran ,berasa denger ...Pak Jokowi",mas asa denger,negative
Anak punk tidak boleh mncoblos 🤣,punk tidak boleh mncoblos,negative
"Dari komentar yg saya lihat, kok banyak yg menilai dari parpolnya ya,, coba deh kalian semua lihat personalnya dan jejak rekam kerjanya.. Pasti kalian bingung kan😄",komentar yg saya lihat kok banyak yg nilai dari parpolnya ya coba deh kalian semua lihat personal dan jejak rekam kerja kalian bingung kan,negative
"di instagram pd banyak yg blg gak ngerti yg di omongin mas gibran, sayang sekali ... pdhal saya bkn org politik aja mengerti konteks yg di sampaikan 🙌🏻",di instagram pd banyak yg blg gak ngerti yg di omongin mas gibran sayang sekali pdhal saya bkn org politik aja erti konteks yg di sampai,negative
sungguh mendebarkan debat cawapres ini,sungguh debar debat cawapres ini,negative
"TAMBANG EMAS KITA PUNYA SETIAP RUMAH ,YANG PUNYA SEPTI TENG TINGAL PANEN AJA",tambang emas kita punya tiap rumah yang punya septi teng tingal panen aja,negative
"Sesekali okelah slepet kalau sering2 ngomong slepet males juga dengernya, seperti tidak ada bahasa lain",oke slepet kalau sering ngomong slepet males juga dengernya seperti tidak ada bahasa lain,negative
Mantap sih gibran...,sih gibran,negative
Mau lihat Rockygerung yang sudah merendahkan Gibran 😂,lihat yang sudah rendah,negative
"ga pada subtantif yah, yg di tanya program nya bukan cerita sukaduka masyarakat kan bukan sebagai news anchor untuk memberitakan kesusahan rakyat, satu sama lain saling setuju, ini sedang kompetisi apa sedang latihan komunikasi..",ga pada subtantif yah yg di tanya program nya bukan cerita sukaduka masyarakat kan bukan bagai news anchor untuk berita susah rakyat satu sama lain saling tuju ini sedang kompetisi apa sedang latih komunikasi,negative
kacau putus putus,kacau putus putus,negative
Cak imin abis dibabat gibran😂😂,imin abis babat gibran,negative
Klo kata gerung kelihatan dunguk nya 😂😂,kata gerung lihat dunguk nya,negative
Bekal contekan aja sombongnya naudzubillah... Coba debat terbuka ga akan sesongong itu.. 😅,contek aja sombong naudzubillah debat buka ga akan songong itu,negative
"Bismillah..
Sa orng solo apa yg d bilang mas gibran nyata adanya...mengenai kota solo. nyalaa",orng solo apa yg d bilang mas gibran nyata adanyamengenai kota solo nyalaa,negative
"Yang diremehkan ternyata sekali jawab langsung mematikan pihak lawan, good job Gibran...Lanjutkan misi pak Jokowi untuk rakyat dan NKRI menjadi INDONESIA EMAS. Amiin",remeh nyata sekali jawab langsung mati pihak lawan good job misi pak untuk rakyat dan nkri jadi indonesia emas,negative
ternyata yang di anggap plonga plongo bisa ngerujak orang tua 😂,nyata yang di anggap plonga plongo bisa ngerujak orang tua,negative
"Nah.... Nilai nya... l.... l... 
Jadi... p. Mahfud , tdk usah mengimbangi  dagelannya Gibran.. ..
Utk menutupi ketidak mampunya menjawab pertanyaan Gibran....",nya l l p tdk usah imbang dagel tutup tidak mampu jawab tanya,negative
"Di sini baru aku tau bawasan anak muda itu penting buat negara ini ....jawaban ny mudah di mengerti nggak muter2...bahasany merakyat,,nggk kyk  calon   presiden sama wakilny  yg ktny pinter itu,,yg satu bahasa ny tinggi muter2 nggk jelas ,satuny ngomong ny kyk orang kumur2.bnyk janji kerja ny mls.....debat no 1",sini baru aku tau bawasan anak muda itu penting buat negara ini jawab ny mudah di erti nggak muterbahasany merakyatnggk kyk calon presiden sama wakilny yg ktny pinter ituyg satu bahasa ny tinggi muter nggk jelas satuny ngomong ny kyk orang kumurbnyk janji kerja ny mlsdebat no,negative
Mas gibran sampean kok suarane mirip bpke jenengan..,gibran sampean kok suarane mirip bpke jeneng,negative
Paslon capres dan cawapres blom ada yg bagus sebab masih ada ego dan nafsu. Tapi saya tetep pilih paslon yg masih punya iman sebab kunci manusia adalah iman,capres dan cawapres blom ada yg bagus sebab masih ada ego dan nafsu saya tetep pilih paslon yg masih punya iman sebab kunci manusia adalah iman,negative
Gile fadli zon kurusan😅,fadli zon kurus,negative
"Susah debat klw gak ada data 😂😂 ,, dia punya data dia punya kuasa 🎉🎉🎉 udh fix udh anak muda",debat klw gak ada data dia punya data dia punya kuasa udh fix udh anak muda,negative
"Keluarkan saja para pendukung yg selalu tidak bisa di atur itu dari ruangan debat, ,  tidak punya etika, , terlalu arogan",saja para dukung yg selalu tidak bisa di atur itu dari ruang debat tidak punya etika terlalu arogan,negative
"yg 1 rajin blunder modal halu, yg 1 arogan modal sotoy....",yg rajin blunder modal halu yg arogan modal sotoy,negative
"Prabowo di kasih negara tanah 500 rb hektar, kalo anda anda dapat brapa dari negara ??",di kasih negara tanah rb hektar kalo anda anda dapat brapa dari negara,negative
Pilih no 02 karena semua yang ada di indonesia bisa disulap .hati hati no 01 dan 03 anda bisa apa ?,no karena semua yang ada di indonesia bisa sulap hati hati no dan anda bisa apa,negative
Gibran argumentnya arogan menganggap rendah gus muhaimin dan prof mahfud...,argumentnya arogan anggap rendah gus muhaimin dan prof mahfud,negative
"Strategi 02 udh kebaca sama 03,pake istilah tpi sayangnya udh di jawab pak mahfud,tpi 02 malah paksain sruh jawab,kocak emng 02,wkwk...biar di anggap keren&cerdas ya? klau mau debat 02 sama mahasiswa secara terbuka baru keren&cerdas di situ baru akan kelihatan",udh baca sama pake istilah tpi sayang udh di jawab pak mahfudtpi malah paksain sruh jawabkocak emng wkwkbiar di anggap kerencerdas ya klau mau debat sama mahasiswa cara buka baru kerencerdas di situ baru akan lihat,negative
Anak muda menggoncang dunia.. Tapi kata2 merendah kn orang tua. Tidak ada orang muda kalau tidak ada orang tua. 😊,muda menggoncang dunia kata rendah kn orang tua ada orang muda kalau tidak ada orang tua,negative
"1& 3 bertanya berdasarkan visi dan misi yg diajukan ke kpu. 
2 bertanya seperti cerdas cermat. Tdk fokus ke visi misi lawan, merasa jawaban sendiri paling benar. 😂😂😂",tanya dasar visi dan misi yg aju ke kpu tanya seperti cerdas cermat fokus ke visi misi lawan rasa jawab sendiri paling benar,negative
Mahfud ngomong apasi yg disuruh menyampaikan visi misi malah cerita wkwwkwk,ngomong apas yg suruh sampai visi misi malah cerita wkwwkwk,negative
Gipran belum apa2 sudah menunjukkan keangkuhannya dilihat mimik nya,belum apa sudah tunjuk angkuh lihat mimik nya,negative
"Kok ndengaren iso ngomong dowo gibran
Iso tenan pora kui",ndengaren iso ngomong dowo gibran tenan pora kui,negative
"Dua cawapres yg di skakmat oleh Gibran gak bisa jwb apa"" mreka",cawapres yg di skakmat oleh gak bisa jwb apa mreka,negative
"Banyak yg bilang gibran on fire malam ini , woy ! Itu karena ekspektasi lu sendiri yg terllau rendah ke dia. Lu anggep dia ga bisa ngomong eh ternyata bisa. Tpi standat saja sih penampilan td. Jd kalo dia menampilkan yg B aja itu udh membuat psikologi kalian mnganggap dia wow!😂",yg bilang gibran on fire malam ini woy karena ekspektasi lu sendiri yg terllau rendah ke dia anggep dia ga bisa ngomong eh nyata bisa standat saja sih tampil td kalo dia tampil yg aja itu udh buat psikologi kalian mnganggap dia wow,negative
INI MAH BAHASA BABEHNYA DI COPAS GUA PERNAH LIAT DENGER BABEH NYA GIBRAN NGOMONG YANG SAMA 😂,ini mah bahasa babehnya di copas gua pernah liat denger babeh nya gibran ngomong yang sama,negative
"Mau tanya dong, kalo yang di perantauan itu kalo mau pemilihan itu gimana? Kan gak mungkin klo semisal hrus pulng kampung",tanya dong kalo yang di rantau itu kalo mau pilih itu gimana gak mungkin klo misal hrus pulng kampung,negative
"kalo WO-GIB gak menang kcewa sih gw... Secara, gitu kan . Gibran dengan mudahnya naik tangga demi tangga 😂",kalo wogib gak menang kcewa sih gw gitu kan dengan mudah naik tangga demi tangga,negative
Rakyt sdh gk mau kena PRANK oleh REZIM DINASTI lg...Rakyt cerdas mmilih PASLON 01👍💯,sdh gk mau kena prank oleh rezim dinasti lg cerdas mmilih paslon,negative
"cawapres 03 blg kalau hukum kita tumpul, padahal dia yg paling berkuasa saat ini di bidang hukum dan memiliki wewenang wkwk, badut badut😂😊",cawapres blg kalau hukum kita tumpul padahal dia yg paling kuasa saat ini di bidang hukum dan milik wewenang wkwk badut badut,negative
Kaset e rusak 😂😂😂 parah tv one,e rusak parah tv one,negative
kalau angkuh dan sombong di utamakan terlebih dahulu..... Tandanya itu  anda Gagal menjadi Presiden.,kalau angkuh dan sombong di utama lebih dahulu itu anda jadi,negative
Kelihatan banget pengalaman pak fadli zon yg berbicara meskipun di keroyok oleh 2 timnes bahkan 2 host itu di jawab dengan tenang dan gk memotong pendapat orang lain,banget alam pak fadli zon yg bicara meski di keroyok oleh timnes bahkan host itu di jawab dengan tenang dan gk potong dapat orang lain,negative
Cak Islah tumben nyebelin.,tumben nyebelin,negative
"Tiap kali gibran yg ngomong kok gue merinding ya, secerdas itu anak muda, singkat, jelas dan langsung ke poin nya",kali gibran yg ngomong kok gue merinding ya cerdas itu anak muda singkat jelas dan langsung ke poin nya,negative
" coba aku pengen liat pengelolan pajak yg dikumpul masih untuk pembangunan atau untuk kesejhateraan tunjangan rakyat nganggu dan tunjangan bekerja,, kalau blm berarti ak pilih yg tidak jago berbicara,,,sudah bosan",coba aku ken liat pengelolan pajak yg kumpul masih untuk bangun atau untuk kesejhateraan tunjang rakyat nganggu dan tunjang kerja kalau blm arti ak pilih yg tidak jago berbicarasudah bosan,negative
"Aku ga salah pilih ini. Josss pokoknya , mas Gibran kerennn",ga salah pilih ini pokok mas kerennn,negative
"3 pertanyaan pertama, kelihatan sekali Muhaimin kalah kelas. Ditanya apa jawab apa dan berepotan.  Antitesis dari Anies",tanya pertama lihat sekali kalah kelas apa jawab apa dan repot dari,negative
harusnya Gibran ini jadi cawapresnya ganjar,harus ini jadi cawapresnya ganjar,negative
samsul ngomong kosong,samsul ngomong kosong,negative
"Prof mahfud, tolong lah.. anda kan calon wakil presiden. Tolong tunjukkan kemampuan memimpin anda. Kalau buat anda pertanyaan receh.. ya di jawab dengan baik dan berwibawa. Nanti kalau jadi wakil presiden, kalau ada rakyat yang tanya pertanyaan yang menurut anda receh, anda tidak mau jawab? Siapa tau memang rakyat tidak tahu, makanya tanya kan.. masa gitu sikap calon pemimpin",mahfud tolong lah anda kan calon wakil presiden tunjuk mampu pimpin anda buat anda tanya receh ya di jawab dengan baik dan wibawa kalau jadi wakil presiden kalau ada rakyat yang tanya tanya yang turut anda receh anda tidak mau jawab tau memang rakyat tidak tahu makanya tanya kan masa gitu sikap calon pimpin,negative
Dari 6.9 rb komentar 80 persen berpihak ke gibran semoga kalian tidak berpindah haluan 😊,rb komentar persen pihak ke gibran moga kalian tidak pindah haluan,negative
